parent_cluster,child_cluster,child_annotation,child_free_label,flow_cells,parent_fraction,child_fraction,gene,parent_selected_mass50,child_selected_mass50,parent_rank,child_rank,parent_mean_abs_attr,child_mean_abs_attr,parent_attribution_share,child_attribution_share,log2_child_parent_attribution_change,gene_status,taxonomy_tier,taxonomy_categories,displayed_in_parent_heatmap,n_sibling_children_selected,child_selection_scope
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TYROBP,True,True,17,22,6.244379,6.1782107,0.0062443793988651046,0.006178210445483351,-0.015369182256080211,inherited_stable,negative_expected_low,adaptive_NK_CMV,False,3,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,VIM,True,True,31,24,4.9248934,5.794595,0.004924893714581821,0.0057945947612867265,0.2346151816729502,inherited_stable,not_in_taxonomy,,True,3,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,XCL1,True,False,67,299,2.5947652,0.52212954,0.002594765365742869,0.0005221295184904292,-2.313124456543273,parent_not_retained,core,Chemokine_inflammatory; NK2,True,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,XCL2,True,False,45,87,3.4954073,1.9638116,0.0034954075232721616,0.0019638115190991094,-0.8318041956675266,parent_not_retained,core,Chemokine_inflammatory; NK2,True,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,ZEB2,True,False,56,82,3.0071547,2.0830884,0.0030071548920846047,0.0020830883141854,-0.5296751748548845,parent_not_retained,support,Checkpoint_exhausted; NK1; adaptive_NK_CMV,True,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,ZFP36,True,True,30,25,5.019098,5.7883964,0.005019098320599221,0.005788396161542083,0.20573545643000024,inherited_stable,not_in_taxonomy,,False,4,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,ZFP36L2,True,True,16,26,6.3425293,5.7589464,0.006342529705134539,0.005758946162755301,-0.13925353599222062,inherited_stable,not_in_taxonomy,,False,4,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,ACTB,True,True,4,3,26.505728,29.993546,0.02650572969307628,0.02999354643160422,0.1783478582655309,inherited_stable,support,NK1,True,4,sibling_shared
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,ALOX5AP,False,True,74,58,2.4214723,2.986523,0.0024214724546736356,0.0029865230429757766,0.30258226130924987,child_emergent,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,ANKRD11,False,True,117,67,1.5093725,2.5813534,0.0015093725964124725,0.002581353437145425,0.7741787008337282,child_emergent,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,APOC1,True,False,26,488,5.327029,0.37946302,0.005327029340268579,0.0003794630254604361,-3.811300000800275,parent_not_retained,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,APOE,True,False,57,1018,2.9851987,0.112131596,0.0029851988906821466,0.0001121315976135628,-4.73456226450592,parent_not_retained,not_in_taxonomy,,False,1,child_exclusive
0,0,NK1_Cytotoxic_activated,NK1_cytotoxic_PRF1_FGFBP2_FCGR3A-high,11477,0.20596522082443516,0.9871838981592981,AREG,True,False,43,104,3.6224444,1.7609062,0.003622444631386766,0.0017609062253392696,-1.0406455556595047,parent_not_retained,support,NK2; trNK,False,1,child_exclusive
