leiden_resolution	cluster	dataset_id	n_cells	cluster_percentage	median_mt_percentage
leiden_0_5	16	fa8605cf-f27e-44af-ac2a-476bee4410d3	12	0.095534	2.765290
leiden_0_5	17	1b9d8702-5af8-4142-85ed-020eb06ec4f6	1	0.013488	4.416404
leiden_0_5	17	242c6e7f-9016-4048-af70-d631f5eea188	1	0.013488	3.042596
leiden_0_5	17	2a498ace-872a-4935-984b-1afa70fd9886	7	0.094416	2.809224
leiden_0_5	17	2c820d53-cbd7-4e0a-be7a-a0ad1989a98f	2	0.026976	0.322514
leiden_0_5	17	34f5307e-7b4d-4a48-b68f-2ba844c6414b	85	1.146480	3.820034
leiden_0_5	17	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	25	0.337200	7.079646
leiden_0_5	17	456e8b9b-f872-488b-871d-94534090a865	1	0.013488	10.882957
leiden_0_5	17	53d208b0-2cfd-4366-9866-c3c6114081bc	6940	93.606690	6.125194
leiden_0_5	17	5af90777-6760-4003-9dba-8f945fec6fdf	9	0.121392	2.924577
leiden_0_5	17	644a578d-ffdc-446b-9679-e7ab4c919c13	1	0.013488	6.158125
leiden_0_5	17	9dbab10c-118d-496b-966a-67f1763a6b7d	2	0.026976	5.357033
leiden_0_5	17	9ea768a2-87ab-46b6-a73d-c4e915f25af3	1	0.013488	4.187649
leiden_0_5	17	9f222629-9e39-47d0-b83f-e08d610c7479	270	3.641759	2.910009
leiden_0_5	17	c2a461b1-0c15-4047-9fcb-1f966fe55100	1	0.013488	13.843416
leiden_0_5	17	d8da613f-e681-4c69-b463-e94f5e66847f	5	0.067440	0.936524
leiden_0_5	17	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	48	0.647424	6.064391
leiden_0_5	17	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	3	0.040464	5.121294
leiden_0_5	17	ec6ceff8-c8bc-488d-b6bf-30df2fa92169	12	0.161856	8.401918
leiden_0_5	18	9968be68-ab65-4a38-9e1a-c9b6abece194	20	100.000000	0.629995
leiden_0_5	19	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	165	2.643384	0.446803
leiden_0_5	19	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	3	0.048062	0.000000
leiden_0_5	19	2c820d53-cbd7-4e0a-be7a-a0ad1989a98f	5376	86.126242	0.231103
leiden_0_5	19	2f132ec9-24b5-422f-9be0-ccef03b4fe28	46	0.736943	0.499370
leiden_0_5	19	34f5307e-7b4d-4a48-b68f-2ba844c6414b	5	0.080103	0.703400
leiden_0_5	19	350237e0-9f48-4cbd-9140-3b44495549f3	1	0.016021	0.000000
leiden_0_5	19	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	74	1.185517	1.087470
leiden_0_5	19	53d208b0-2cfd-4366-9866-c3c6114081bc	10	0.160205	2.616296
leiden_0_5	19	9f222629-9e39-47d0-b83f-e08d610c7479	447	7.161166	0.000000
leiden_0_5	19	a12ccb9b-4fbe-457d-8590-ac78053259ef	1	0.016021	0.000000
leiden_0_5	19	b0e547f0-462b-4f81-b31b-5b0a5d96f537	2	0.032041	0.263781
leiden_0_5	19	c7775e88-49bf-4ba2-a03b-93f00447c958	1	0.016021	0.406780
leiden_0_5	19	d8da613f-e681-4c69-b463-e94f5e66847f	106	1.698174	0.456056
leiden_0_5	19	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	1	0.016021	2.968104
leiden_0_5	19	ec6ceff8-c8bc-488d-b6bf-30df2fa92169	4	0.064082	0.792015
leiden_0_5	20	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	5	0.120192	1.738335
leiden_0_5	20	1b9d8702-5af8-4142-85ed-020eb06ec4f6	5	0.120192	3.654398
leiden_0_5	20	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	4	0.096154	0.000000
leiden_0_5	20	242c6e7f-9016-4048-af70-d631f5eea188	2	0.048077	3.932993
leiden_0_5	20	29244e1d-02e6-4133-b411-516ef7474638	3	0.072115	4.522247
leiden_0_5	20	2a498ace-872a-4935-984b-1afa70fd9886	8	0.192308	4.140138
leiden_0_5	20	3c75a463-6a87-4132-83a8-c3002624394d	2	0.048077	7.231047
leiden_0_5	20	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	41	0.985577	7.650521
leiden_0_5	20	53d208b0-2cfd-4366-9866-c3c6114081bc	2976	71.538462	5.545326
leiden_0_5	20	576f193c-75d0-4a11-bd25-8676587e6dc2	1	0.024038	0.000000
leiden_0_5	20	5af90777-6760-4003-9dba-8f945fec6fdf	5	0.120192	4.717531
leiden_0_5	20	644a578d-ffdc-446b-9679-e7ab4c919c13	1	0.024038	7.455013
leiden_0_5	20	9dbab10c-118d-496b-966a-67f1763a6b7d	2	0.048077	5.449016
leiden_0_5	20	9f222629-9e39-47d0-b83f-e08d610c7479	1081	25.985577	2.600264
leiden_0_5	20	b0e547f0-462b-4f81-b31b-5b0a5d96f537	2	0.048077	6.661769
leiden_0_5	20	c2a461b1-0c15-4047-9fcb-1f966fe55100	6	0.144231	4.020612
leiden_0_5	20	c7775e88-49bf-4ba2-a03b-93f00447c958	6	0.144231	4.919990
leiden_0_5	20	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	6	0.144231	10.779355
leiden_0_5	20	eb499fd8-7000-419f-8854-926b9b61b11f	3	0.072115	2.291048
leiden_0_5	20	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	1	0.024038	3.818080
leiden_0_5	21	2f132ec9-24b5-422f-9be0-ccef03b4fe28	1	0.024759	3.638368
leiden_0_5	21	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	1	0.024759	5.257624
leiden_0_5	21	74cff64f-9da9-4b2a-9b3b-8a04a1598040	4035	99.900966	3.267606
leiden_0_5	21	9f222629-9e39-47d0-b83f-e08d610c7479	2	0.049517	4.786351
leiden_0_5	22	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	1	0.071942	0.646552
leiden_0_5	22	2c820d53-cbd7-4e0a-be7a-a0ad1989a98f	315	22.661871	0.226323
leiden_0_5	22	34f5307e-7b4d-4a48-b68f-2ba844c6414b	6	0.431655	0.098616
leiden_0_5	22	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	5	0.359712	0.576784
leiden_0_5	22	3f6ab2aa-6c63-4753-b652-3a9b9e7c8ee5	1	0.071942	0.437063
leiden_0_5	22	9dbab10c-118d-496b-966a-67f1763a6b7d	1	0.071942	0.859599
leiden_0_5	22	9f222629-9e39-47d0-b83f-e08d610c7479	20	1.438849	0.187055
leiden_0_5	22	d8da613f-e681-4c69-b463-e94f5e66847f	1041	74.892086	0.928188
leiden_0_5	23	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	1	0.054054	6.689936
leiden_0_5	23	2f132ec9-24b5-422f-9be0-ccef03b4fe28	1	0.054054	1.289791
leiden_0_5	23	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	2	0.108108	20.461631
leiden_0_5	23	74cff64f-9da9-4b2a-9b3b-8a04a1598040	1846	99.783784	5.943131
leiden_0_5	24	1b9d8702-5af8-4142-85ed-020eb06ec4f6	1	0.072464	25.873697
leiden_0_5	24	5af90777-6760-4003-9dba-8f945fec6fdf	1222	88.550725	20.285295
leiden_0_5	24	9ea768a2-87ab-46b6-a73d-c4e915f25af3	139	10.072464	9.531635
leiden_0_5	24	9f222629-9e39-47d0-b83f-e08d610c7479	10	0.724638	17.013769
leiden_0_5	24	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	2	0.144928	30.763324
leiden_0_5	24	f801b7a9-80a6-4d09-9161-71474deb58ae	5	0.362319	10.862620
leiden_0_5	24	fd072bc3-2dfb-46f8-b4e3-467cb3223182	1	0.072464	18.078382
leiden_0_5	25	19e46756-9100-4e01-8b0e-23b557558a4c	9	0.378947	0.000000
leiden_0_5	25	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	1584	66.694737	0.000000
leiden_0_5	25	29244e1d-02e6-4133-b411-516ef7474638	1	0.042105	0.584141
leiden_0_5	25	2a498ace-872a-4935-984b-1afa70fd9886	20	0.842105	0.127237
leiden_0_5	25	4a5b00e0-1ba3-4fd4-af89-d3512eb20720	83	3.494737	0.000000
leiden_0_5	25	53d208b0-2cfd-4366-9866-c3c6114081bc	16	0.673684	0.247542
leiden_0_5	25	576f193c-75d0-4a11-bd25-8676587e6dc2	253	10.652632	0.000000
leiden_0_5	25	5af90777-6760-4003-9dba-8f945fec6fdf	3	0.126316	1.073279
leiden_0_5	25	74cff64f-9da9-4b2a-9b3b-8a04a1598040	2	0.084211	0.176442
leiden_0_5	25	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	10	0.421053	0.000000
leiden_0_5	25	9f222629-9e39-47d0-b83f-e08d610c7479	3	0.126316	0.000000
leiden_0_5	25	bd65a70f-b274-4133-b9dd-0d1431b6af34	331	13.936842	0.000000
leiden_0_5	25	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	1	0.042105	0.000000
leiden_0_5	25	d9f3a82c-24bb-4277-b715-8ec92a33dd32	59	2.484211	0.000000
